series,run_name,sample_id,rev1,rev2,rev3,gammaCDff2p,gammaCDff2s,gammaDDff2pp,gammaDDff2ps,gammaCDff3,f,ln(c/c0),ln(d/d0),DeltaCD,DeltaDD,solve_seconds,t_end,tmax,event_reached,f_stop
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8487394957983193,0.009744956668317171,0.03697375801193928,-2.1504298721842936,-6.601162624362044,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.853781512605042,0.009393191947083107,0.03563911724909484,-2.072894783885179,-6.36364556669612,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8588235294117647,0.009043451726120831,0.03431215712013293,-1.9957994230407787,-6.1274391353105475,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8638655462184874,0.008695712836990293,0.032992789734156744,-1.9191387931227097,-5.892528635004452,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8689075630252101,0.008349952506704842,0.031680928700364354,-1.8429079824828303,-5.658899618027294,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8739495798319328,0.008006148348818994,0.0303764890942552,-1.7671021624415828,-5.426537878560266,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8789915966386554,0.007664278354646001,0.029079387424259466,-1.6917165854366192,-5.195429447347567,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8840336134453781,0.007324320884815149,0.027789541599720472,-1.6167465832142107,-4.96556058645182,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8890756302521008,0.0069862546610894045,0.02650687089988756,-1.5421875650664534,-4.736917784156564,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8941176470588235,0.006650058758350327,0.025231295943491525,-1.4680350161195335,-4.50948775000285,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8991596638655461,0.006315712596824956,0.023962738659261767,-1.394284495678373,-4.283257409977257,0.028532981872558594,30.27424646725167,500.0,True,0.395
